Country;Date;Frequency;Fuel type;Type of vehicle;Value
Spain;2016;Annual;- Biodiesel;New light goods vehicles;1.0
Switzerland;1996;Annual;- Electricity;New passenger cars;90.0
Switzerland;2017;Annual;- Electricity;New passenger cars;4900.0
Switzerland;2004;Annual;- Electricity;New light goods vehicles;20.0
Switzerland;2009;Annual;- Electricity;New light goods vehicles;0.0
Switzerland;2010;Annual;- Electricity;New light goods vehicles;0.0
Switzerland;2011;Annual;- Electricity;New light goods vehicles;0.0
Switzerland;2014;Annual;- Electricity;New light goods vehicles;100.0
Spain;2015;Annual;- Biodiesel;New road tractors;0.0
Switzerland;2006;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Switzerland;2007;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Switzerland;2010;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Switzerland;2011;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Switzerland;2012;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;100.0
Switzerland;2018;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Switzerland;2013;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Switzerland;2017;Annual;- Compressed natural gas (CNG);New light goods vehicles;100.0
Switzerland;2013;Annual;- Compressed natural gas (CNG);New road tractors;0.0
Switzerland;2014;Annual;- Compressed natural gas (CNG);New road tractors;0.0
Spain;2015;Annual;- Hydrogen and fuel cells;New motor coaches, buses and trolley buses;0.0
Switzerland;2015;Annual;- Liquefied natural gas (LNG);New light goods vehicles;0.0
Switzerland;2016;Annual;- Liquefied natural gas (LNG);New light goods vehicles;0.0
Switzerland;2018;Annual;- Liquefied natural gas (LNG);New light goods vehicles;0.0
Switzerland;2013;Annual;- Liquefied natural gas (LNG);New road tractors;0.0
Switzerland;2015;Annual;- Bioethanol;New passenger cars;0.0
Switzerland;2017;Annual;- Bioethanol;New passenger cars;0.0
Sweden;2001;Annual;Total;New passenger cars;280280.0
Sweden;2013;Annual;Total;New passenger cars;292162.0
Sweden;2016;Annual;Total;New passenger cars;387997.0
Sweden;1994;Annual;Total;New road tractors;408.0
Sweden;2002;Annual;Total;New road tractors;783.0
Sweden;2004;Annual;Total;New road tractors;924.0
Sweden;2008;Annual;Total;New road tractors;1275.0
Sweden;2011;Annual;Total;New road tractors;1184.0
Switzerland;2015;Annual;- Biodiesel;New passenger cars;0.0
The former Yugoslav Republic of Macedonia;1996;Annual;Total;New passenger cars;13270.0
The former Yugoslav Republic of Macedonia;2003;Annual;Total;New passenger cars;12038.0
The former Yugoslav Republic of Macedonia;2011;Annual;Total;New passenger cars;40090.0
The former Yugoslav Republic of Macedonia;2012;Annual;Total;New passenger cars;32870.0
The former Yugoslav Republic of Macedonia;2015;Annual;Total;New passenger cars;29308.0
The former Yugoslav Republic of Macedonia;1998;Annual;Total;New road tractors;82.0
The former Yugoslav Republic of Macedonia;2008;Annual;Total;New road tractors;669.0
The former Yugoslav Republic of Macedonia;2017;Annual;Total;New road tractors;671.0
Turkey;2011;Annual;Total;New lorries (vehicle wt over 3500 kg);20469.0
Turkey;2012;Annual;Total;New lorries (vehicle wt over 3500 kg);20009.0
Turkey;2013;Annual;Total;New lorries (vehicle wt over 3500 kg);17542.0
Turkey;1993;Annual;Total;New light goods vehicles;65850.0
Turkey;1994;Annual;Total;New light goods vehicles;30571.0
Turkey;1997;Annual;Total;New light goods vehicles;110605.0
Turkey;1999;Annual;Total;New light goods vehicles;76857.0
Turkey;2003;Annual;Total;New light goods vehicles;111147.0
Turkey;2001;Annual;Total;New road tractors;1057.0
Turkey;2002;Annual;Total;New road tractors;1534.0
Turkey;2010;Annual;Total;New road tractors;14125.0
Turkey;2016;Annual;Total;New road tractors;11753.0
Sweden;2013;Annual;Petrol;New lorries (vehicle wt over 3500 kg);20.0
Sweden;1993;Annual;Petrol;New light goods vehicles;5159.0
Sweden;2003;Annual;Petrol;New light goods vehicles;5376.0
Sweden;2008;Annual;Petrol;New light goods vehicles;2959.0
Sweden;2017;Annual;Petrol;New light goods vehicles;1503.0
Sweden;2015;Annual;- Petrol (excluding hybrids);New lorries (vehicle wt over 3500 kg);16.0
Sweden;2013;Annual;- Petrol (excluding hybrids);New light goods vehicles;1065.0
Sweden;2014;Annual;- Petrol (excluding hybrids);New light goods vehicles;1528.0
Turkey;2012;Annual;Petrol;New passenger cars;213378.0
Turkey;2014;Annual;Petrol;New passenger cars;210168.0
Turkey;2015;Annual;Petrol;New passenger cars;270762.0
Turkey;2013;Annual;- Petrol (excluding hybrids);New light goods vehicles;1096.0
Turkey;2017;Annual;- Hybrid electric-petrol;New passenger cars;385.0
Turkey;2011;Annual;Diesel;New lorries (vehicle wt over 3500 kg);20469.0
Turkey;2016;Annual;Diesel;New lorries (vehicle wt over 3500 kg);16708.0
Turkey;2004;Annual;Diesel;New passenger cars;84436.0
Turkey;2012;Annual;Diesel;New motor coaches, buses and trolley buses;34422.0
Turkey;2013;Annual;Diesel;New motor coaches, buses and trolley buses;33978.0
Turkey;2016;Annual;Diesel;New motor coaches, buses and trolley buses;25653.0
Turkey;2015;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;36160.0
Sweden;2016;Annual;- Hybrid electric-petrol;New light goods vehicles;1.0
Sweden;2014;Annual;- Plug-in hybrid petrol-electric;New passenger cars;2702.0
Sweden;2015;Annual;- Plug-in hybrid petrol-electric;New passenger cars;5173.0
Sweden;1994;Annual;Diesel;New passenger cars;5106.0
Sweden;2008;Annual;Diesel;New passenger cars;89538.0
Sweden;2012;Annual;Diesel;New passenger cars;195804.0
Sweden;2014;Annual;Diesel;New passenger cars;188998.0
Sweden;2015;Annual;Diesel;New passenger cars;207091.0
Sweden;2015;Annual;- Diesel (excluding hybrids);New lorries (vehicle wt over 3500 kg);4894.0
Sweden;2013;Annual;- Diesel (excluding hybrids);New light goods vehicles;36519.0
Sweden;2014;Annual;- Diesel (excluding hybrids);New light goods vehicles;40341.0
Turkey;2014;Annual;- Hybrid electric-diesel;New passenger cars;1.0
Turkey;2016;Annual;- Hybrid electric-diesel;New passenger cars;48.0
Sweden;2016;Annual;- Diesel (excluding hybrids);New road tractors;1229.0
Sweden;2017;Annual;- Diesel (excluding hybrids);New road tractors;1413.0
Sweden;2015;Annual;- Hybrid electric-diesel;New motor coaches, buses and trolley buses;8.0
Turkey;2013;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);1.0
Turkey;2017;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);2.0
Turkey;2014;Annual;Alternative (total);New motor coaches, buses and trolley buses;251.0
Turkey;2013;Annual;- Electricity;New light goods vehicles;31.0
Turkey;2015;Annual;- Electricity;New light goods vehicles;15.0
Turkey;2014;Annual;- Compressed natural gas (CNG);New light goods vehicles;8.0
Turkey;2017;Annual;- Compressed natural gas (CNG);New light goods vehicles;1.0
Sweden;2013;Annual;- Hybrid electric-diesel;New road tractors;0.0
Sweden;2017;Annual;- Hybrid electric-diesel;New road tractors;4.0
Turkey;2007;Annual;- LPG;New light goods vehicles;212.0
Turkey;2008;Annual;- LPG;New light goods vehicles;682.0
Turkey;2014;Annual;- LPG;New light goods vehicles;49.0
Turkey;2015;Annual;- LPG;New light goods vehicles;27.0
Ukraine;1995;Annual;Total;New passenger cars;10100.0
United Kingdom;2016;Annual;Total;New lorries (vehicle wt over 3500 kg);32443.0
United Kingdom;2012;Annual;Total;New passenger cars;2010825.0
United Kingdom;2016;Annual;Total;New passenger cars;2665251.0
United Kingdom;2017;Annual;Total;New passenger cars;2509330.0
Sweden;1996;Annual;Alternative (total);New passenger cars;74.0
Sweden;2001;Annual;Alternative (total);New passenger cars;2.0
Sweden;2003;Annual;Alternative (total);New passenger cars;941.0
Sweden;2005;Annual;Alternative (total);New passenger cars;1275.0
Sweden;2009;Annual;Alternative (total);New passenger cars;746.0
United Kingdom;1993;Annual;Total;New motor coaches, buses and trolley buses;9010.0
United Kingdom;1997;Annual;Total;New motor coaches, buses and trolley buses;13988.0
United Kingdom;1999;Annual;Total;New motor coaches, buses and trolley buses;14219.0
United Kingdom;2016;Annual;Total;New motor coaches, buses and trolley buses;10040.0
United Kingdom;2017;Annual;Total;New motor coaches, buses and trolley buses;8739.0
United Kingdom;1998;Annual;Petrol;New passenger cars;1918663.0
United Kingdom;2001;Annual;Petrol;New passenger cars;2122575.0
United Kingdom;2004;Annual;Petrol;New passenger cars;1748559.0
United Kingdom;2008;Annual;Petrol;New passenger cars;1183062.0
United Kingdom;2010;Annual;Petrol;New passenger cars;1060883.0
United Kingdom;2016;Annual;Petrol;New passenger cars;1390355.0
United Kingdom;2008;Annual;Petrol;New light goods vehicles;6383.0
Sweden;2002;Annual;Alternative (total);New motor coaches, buses and trolley buses;36.0
Sweden;2007;Annual;Alternative (total);New motor coaches, buses and trolley buses;128.0
Sweden;2011;Annual;Alternative (total);New motor coaches, buses and trolley buses;595.0
Sweden;2012;Annual;Alternative (total);New light goods vehicles;850.0
Sweden;2013;Annual;- Electricity;New lorries (vehicle wt over 3500 kg);0.0
Sweden;2015;Annual;- Electricity;New lorries (vehicle wt over 3500 kg);0.0
Sweden;2016;Annual;- Electricity;New lorries (vehicle wt over 3500 kg);0.0
Sweden;2000;Annual;- Electricity;New passenger cars;15.0
Sweden;2016;Annual;- Electricity;New passenger cars;2993.0
United Kingdom;2015;Annual;Petrol;New road tractors;38.0
United Kingdom;2016;Annual;Petrol;New road tractors;35.0
United Kingdom;2016;Annual;- Petrol (excluding hybrids);New light goods vehicles;4714.0
United Kingdom;2015;Annual;Diesel;New lorries (vehicle wt over 3500 kg);28367.0
Sweden;2014;Annual;- Electricity;New road tractors;0.0
Sweden;2016;Annual;- Compressed natural gas (CNG);New lorries (vehicle wt over 3500 kg);78.0
Sweden;2000;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Sweden;2007;Annual;- Compressed natural gas (CNG);New light goods vehicles;492.0
Sweden;2011;Annual;- Compressed natural gas (CNG);New light goods vehicles;746.0
Sweden;2016;Annual;- Compressed natural gas (CNG);New light goods vehicles;564.0
Sweden;2017;Annual;- Compressed natural gas (CNG);New road tractors;4.0
United Kingdom;1996;Annual;Diesel;New passenger cars;358400.0
United Kingdom;1997;Annual;Diesel;New passenger cars;339667.0
United Kingdom;1999;Annual;Diesel;New passenger cars;312751.0
United Kingdom;2004;Annual;Diesel;New passenger cars;847023.0
United Kingdom;2006;Annual;Diesel;New passenger cars;8930.0
United Kingdom;2007;Annual;Diesel;New passenger cars;955960.0
United Kingdom;2015;Annual;Diesel;New passenger cars;1257152.0
United Kingdom;2016;Annual;Diesel;New passenger cars;1264307.0
United Kingdom;2007;Annual;Diesel;New road tractors;14236.0
Sweden;2013;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;0.0
Sweden;2015;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;0.0
United Kingdom;2015;Annual;- Hybrid electric-diesel;New light goods vehicles;0.0
United Kingdom;2015;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);12.0
Sweden;2003;Annual;- LPG;New passenger cars;0.0
Sweden;2005;Annual;- LPG;New passenger cars;0.0
Sweden;2011;Annual;- LPG;New passenger cars;1.0
Sweden;2003;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Sweden;2010;Annual;- LPG;New motor coaches, buses and trolley buses;4.0
Sweden;2011;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
United Kingdom;2016;Annual;Alternative (total);New road tractors;6.0
United Kingdom;2017;Annual;- Electricity;New lorries (vehicle wt over 3500 kg);12.0
United Kingdom;2011;Annual;- Electricity;New passenger cars;1204.0
United Kingdom;2015;Annual;- Electricity;New passenger cars;10063.0
United Kingdom;2017;Annual;- Electricity;New passenger cars;13727.0
United Kingdom;2007;Annual;- Electricity;New light goods vehicles;225.0
United Kingdom;2011;Annual;- Electricity;New light goods vehicles;272.0
United Kingdom;2015;Annual;- Electricity;New light goods vehicles;928.0
United Kingdom;2017;Annual;- Electricity;New road tractors;1.0
Sweden;2002;Annual;- LPG;New light goods vehicles;1.0
Sweden;2008;Annual;- LPG;New light goods vehicles;0.0
Sweden;2012;Annual;- LPG;New light goods vehicles;0.0
Sweden;2013;Annual;- Bioethanol;New lorries (vehicle wt over 3500 kg);2.0
Sweden;2015;Annual;- Bioethanol;New lorries (vehicle wt over 3500 kg);4.0
Sweden;2016;Annual;- Bioethanol;New lorries (vehicle wt over 3500 kg);17.0
Sweden;2017;Annual;- Bioethanol;New lorries (vehicle wt over 3500 kg);1.0
Sweden;2015;Annual;- Biodiesel;New lorries (vehicle wt over 3500 kg);0.0
Sweden;2016;Annual;- Biodiesel;New light goods vehicles;0.0
Sweden;2014;Annual;- Biodiesel;New road tractors;0.0
Sweden;2013;Annual;- Hydrogen and fuel cells;New passenger cars;3.0
Sweden;2017;Annual;- Hydrogen and fuel cells;New passenger cars;14.0
Switzerland;2014;Annual;Total;New lorries (vehicle wt over 3500 kg);3500.0
Switzerland;2017;Annual;Total;New lorries (vehicle wt over 3500 kg);3200.0
United Kingdom;2004;Annual;- Compressed natural gas (CNG);New light goods vehicles;51.0
United Kingdom;2005;Annual;- Compressed natural gas (CNG);New light goods vehicles;39.0
United Kingdom;2010;Annual;- Compressed natural gas (CNG);New light goods vehicles;54.0
United Kingdom;2003;Annual;- LPG;New passenger cars;3.0
United Kingdom;2004;Annual;- LPG;New passenger cars;1.0
United Kingdom;2002;Annual;- LPG;New motor coaches, buses and trolley buses;14.0
United Kingdom;2005;Annual;- LPG;New motor coaches, buses and trolley buses;2.0
United Kingdom;2015;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
United Kingdom;2016;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Switzerland;1994;Annual;Total;New road tractors;510.0
Switzerland;2002;Annual;Total;New road tractors;1133.0
Switzerland;2004;Annual;Total;New road tractors;915.0
Switzerland;2008;Annual;Total;New road tractors;1600.0
Switzerland;2013;Annual;Petrol;New lorries (vehicle wt over 3500 kg);0.0
United Kingdom;2017;Annual;- Bi-fuel vehicles;New passenger cars;11.0
United Kingdom;2016;Annual;- Hydrogen and fuel cells;New passenger cars;7.0
United States;2000;Annual;Total;New light goods vehicles;7002478.0
United States;2004;Annual;Total;New light goods vehicles;7466739.0
Switzerland;2009;Annual;Petrol;New light goods vehicles;3400.0
Switzerland;2010;Annual;Petrol;New light goods vehicles;3400.0
Switzerland;2012;Annual;Petrol;New light goods vehicles;3300.0
Switzerland;2015;Annual;Petrol;New light goods vehicles;3200.0
Switzerland;2016;Annual;Petrol;New light goods vehicles;3000.0
Switzerland;2014;Annual;- Petrol (excluding hybrids);New light goods vehicles;3100.0
Switzerland;2016;Annual;- Petrol (excluding hybrids);New light goods vehicles;3000.0
Switzerland;2018;Annual;- Petrol (excluding hybrids);New light goods vehicles;3500.0
Switzerland;2013;Annual;- Hybrid electric-petrol;New passenger cars;6200.0
Switzerland;2014;Annual;- Hybrid electric-petrol;New passenger cars;6200.0
Switzerland;2017;Annual;- Hybrid electric-petrol;New passenger cars;11600.0
Switzerland;2013;Annual;Diesel;New lorries (vehicle wt over 3500 kg);3000.0
Switzerland;2014;Annual;Diesel;New lorries (vehicle wt over 3500 kg);3400.0
Switzerland;1993;Annual;Diesel;New light goods vehicles;5619.0
Switzerland;2008;Annual;Diesel;New light goods vehicles;24100.0
Switzerland;2012;Annual;Diesel;New light goods vehicles;26600.0
Switzerland;2016;Annual;- Diesel (excluding hybrids);New road tractors;1200.0
Switzerland;2013;Annual;- Hybrid electric-diesel;New motor coaches, buses and trolley buses;0.0
Switzerland;2015;Annual;- Hybrid electric-diesel;New motor coaches, buses and trolley buses;0.0
Switzerland;2016;Annual;- Hybrid electric-diesel;New light goods vehicles;0.0
Switzerland;2017;Annual;- Plug-in hybrid diesel-electric;New motor coaches, buses and trolley buses;0.0
Switzerland;2015;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);0.0
Switzerland;2005;Annual;Alternative (total);New light goods vehicles;208.0
Switzerland;2008;Annual;Alternative (total);New light goods vehicles;400.0
Switzerland;2012;Annual;Alternative (total);New light goods vehicles;600.0
Switzerland;2009;Annual;Alternative (total);New road tractors;0.0
